year,borough,major_category,total_crime,Latitude,Longitude
2016,Greenwich,Other Notifiable Offences,521,0.00257,51.48451
2016,Greenwich,Robbery,486,0.00257,51.48451
2016,Greenwich,Theft and Handling,8010,0.00257,51.48451
2016,Greenwich,Violence Against the Person,8590,0.00257,51.48451
2016,Hackney,Burglary,2719,-0.05833,51.55
2016,Hackney,Criminal Damage,1981,-0.05833,51.55
2016,Hackney,Drugs,1353,-0.05833,51.55
2016,Hackney,Other Notifiable Offences,499,-0.05833,51.55
2016,Hackney,Robbery,1030,-0.05833,51.55
2016,Hackney,Theft and Handling,11851,-0.05833,51.55
2016,Hackney,Violence Against the Person,8832,-0.05833,51.55
2016,Hammersmith and Fulham,Burglary,1531,-0.220817,51.495045
2016,Hammersmith and Fulham,Criminal Damage,1408,-0.220817,51.495045
2016,Hammersmith and Fulham,Drugs,1321,-0.220817,51.495045
2016,Hammersmith and Fulham,Other Notifiable Offences,474,-0.220817,51.495045
2016,Hammersmith and Fulham,Robbery,397,-0.220817,51.495045
2016,Hammersmith and Fulham,Theft and Handling,8925,-0.220817,51.495045
2016,Hammersmith and Fulham,Violence Against the Person,6118,-0.220817,51.495045
2016,Haringey,Burglary,2474,-0.071193,51.58784
2016,Haringey,Criminal Damage,2233,-0.071193,51.58784
2016,Haringey,Drugs,1540,-0.071193,51.58784
2016,Haringey,Other Notifiable Offences,551,-0.071193,51.58784
2016,Haringey,Robbery,1248,-0.071193,51.58784
2016,Haringey,Theft and Handling,10554,-0.071193,51.58784
2016,Haringey,Violence Against the Person,8574,-0.071193,51.58784
2016,Harrow,Burglary,1994,-0.46443,51.4801
2016,Harrow,Criminal Damage,1212,-0.46443,51.4801
2016,Harrow,Drugs,473,-0.46443,51.4801
2016,Harrow,Other Notifiable Offences,267,-0.46443,51.4801
2016,Harrow,Robbery,377,-0.46443,51.4801
2016,Harrow,Theft and Handling,4537,-0.46443,51.4801
2016,Harrow,Violence Against the Person,4293,-0.46443,51.4801
2016,Havering,Burglary,1826,0.255151,51.570454
2016,Havering,Criminal Damage,1804,0.255151,51.570454
2016,Havering,Drugs,718,0.255151,51.570454
2016,Havering,Other Notifiable Offences,389,0.255151,51.570454
2016,Havering,Robbery,311,0.255151,51.570454
2016,Havering,Theft and Handling,5919,0.255151,51.570454
2016,Havering,Violence Against the Person,5936,0.255151,51.570454
2016,Hillingdon,Burglary,2229,-0.44998,51.54304
2016,Hillingdon,Criminal Damage,2470,-0.44998,51.54304
2016,Hillingdon,Drugs,1042,-0.44998,51.54304
2016,Hillingdon,Other Notifiable Offences,1305,-0.44998,51.54304
2016,Hillingdon,Robbery,420,-0.44998,51.54304
2016,Hillingdon,Theft and Handling,9045,-0.44998,51.54304
2016,Hillingdon,Violence Against the Person,7830,-0.44998,51.54304
2016,Hounslow,Burglary,1808,-0.361667,51.4675
2016,Hounslow,Criminal Damage,2213,-0.361667,51.4675
2016,Hounslow,Drugs,1086,-0.361667,51.4675
2016,Hounslow,Other Notifiable Offences,665,-0.361667,51.4675
2016,Hounslow,Robbery,392,-0.361667,51.4675
2016,Hounslow,Theft and Handling,8682,-0.361667,51.4675
2016,Hounslow,Violence Against the Person,7405,-0.361667,51.4675
2016,Islington,Burglary,2051,-0.10614,51.53279
2016,Islington,Criminal Damage,1903,-0.10614,51.53279
2016,Islington,Drugs,1777,-0.10614,51.53279
2016,Islington,Other Notifiable Offences,508,-0.10614,51.53279
2016,Islington,Robbery,936,-0.10614,51.53279
2016,Islington,Theft and Handling,12077,-0.10614,51.53279
2016,Islington,Violence Against the Person,7840,-0.10614,51.53279
2016,Kensington and Chelsea,Burglary,1449,-0.192221,51.501205
2016,Kensington and Chelsea,Criminal Damage,1051,-0.192221,51.501205
2016,Kensington and Chelsea,Drugs,1680,-0.192221,51.501205
2016,Kensington and Chelsea,Other Notifiable Offences,326,-0.192221,51.501205
2016,Kensington and Chelsea,Robbery,523,-0.192221,51.501205
2016,Kensington and Chelsea,Theft and Handling,9855,-0.192221,51.501205
2016,Kensington and Chelsea,Violence Against the Person,4696,-0.192221,51.501205
2016,Kingston upon Thames,Burglary,879,-0.29142,51.41104
2016,Kingston upon Thames,Criminal Damage,1054,-0.29142,51.41104
2016,Kingston upon Thames,Drugs,743,-0.29142,51.41104
2016,Kingston upon Thames,Other Notifiable Offences,189,-0.29142,51.41104
2016,Kingston upon Thames,Robbery,121,-0.29142,51.41104
2016,Kingston upon Thames,Theft and Handling,3803,-0.29142,51.41104
2016,Kingston upon Thames,Violence Against the Person,3194,-0.29142,51.41104
2016,Lambeth,Burglary,3087,-0.11108,51.49085
2016,Lambeth,Criminal Damage,2764,-0.11108,51.49085
2016,Lambeth,Drugs,2738,-0.11108,51.49085
2016,Lambeth,Other Notifiable Offences,635,-0.11108,51.49085
2016,Lambeth,Robbery,1196,-0.11108,51.49085
2016,Lambeth,Theft and Handling,13155,-0.11108,51.49085
2016,Lambeth,Violence Against the Person,10496,-0.11108,51.49085
2016,Lewisham,Burglary,2071,-0.01213,51.45916
2016,Lewisham,Criminal Damage,2351,-0.01213,51.45916
2016,Lewisham,Drugs,1617,-0.01213,51.45916
2016,Lewisham,Other Notifiable Offences,485,-0.01213,51.45916
2016,Lewisham,Robbery,869,-0.01213,51.45916
2016,Lewisham,Theft and Handling,7702,-0.01213,51.45916
2016,Lewisham,Violence Against the Person,8809,-0.01213,51.45916
2016,Merton,Burglary,1419,-0.166667,51.3833
2016,Merton,Criminal Damage,1418,-0.166667,51.3833
2016,Merton,Drugs,466,-0.166667,51.3833
2016,Merton,Other Notifiable Offences,249,-0.166667,51.3833
2016,Merton,Robbery,283,-0.166667,51.3833
2016,Merton,Theft and Handling,4894,-0.166667,51.3833
2016,Merton,Violence Against the Person,4026,-0.166667,51.3833
2016,Newham,Burglary,2115,0.013242,51.524384
2016,Newham,Criminal Damage,2496,0.013242,51.524384
2016,Newham,Drugs,1684,0.013242,51.524384
2016,Newham,Other Notifiable Offences,713,0.013242,51.524384
2016,Newham,Robbery,1472,0.013242,51.524384
2016,Newham,Theft and Handling,11964,0.013242,51.524384
2016,Newham,Violence Against the Person,9646,0.013242,51.524384
2016,Redbridge,Burglary,1997,0.083333,51.5667
2016,Redbridge,Criminal Damage,1650,0.083333,51.5667
2016,Redbridge,Drugs,1017,0.083333,51.5667
2016,Redbridge,Other Notifiable Offences,381,0.083333,51.5667
2016,Redbridge,Robbery,599,0.083333,51.5667
2016,Redbridge,Theft and Handling,7447,0.083333,51.5667
2016,Redbridge,Violence Against the Person,6411,0.083333,51.5667
2016,Richmond upon Thames,Burglary,1359,-0.312531,51.442757
2016,Richmond upon Thames,Criminal Damage,1148,-0.312531,51.442757
2016,Richmond upon Thames,Drugs,320,-0.312531,51.442757
2016,Richmond upon Thames,Other Notifiable Offences,217,-0.312531,51.442757
2016,Richmond upon Thames,Robbery,106,-0.312531,51.442757
2016,Richmond upon Thames,Theft and Handling,4769,-0.312531,51.442757
2016,Richmond upon Thames,Violence Against the Person,3155,-0.312531,51.442757
2016,Southwark,Burglary,2946,-0.08921,51.50541
2016,Southwark,Criminal Damage,2621,-0.08921,51.50541
2016,Southwark,Drugs,1838,-0.08921,51.50541
2016,Southwark,Other Notifiable Offences,494,-0.08921,51.50541
2016,Southwark,Robbery,1317,-0.08921,51.50541
2016,Southwark,Theft and Handling,12946,-0.08921,51.50541
2016,Southwark,Violence Against the Person,9474,-0.08921,51.50541
2016,Sutton,Burglary,1233,-0.166667,51.3333
2016,Sutton,Criminal Damage,1316,-0.166667,51.3333
2016,Sutton,Drugs,461,-0.166667,51.3333
2016,Sutton,Other Notifiable Offences,253,-0.166667,51.3333
2016,Sutton,Robbery,165,-0.166667,51.3333
2016,Sutton,Theft and Handling,3516,-0.166667,51.3333
2016,Sutton,Violence Against the Person,3714,-0.166667,51.3333
2016,Tower Hamlets,Burglary,2794,-0.05457,51.52017
2016,Tower Hamlets,Criminal Damage,2357,-0.05457,51.52017
2016,Tower Hamlets,Drugs,1629,-0.05457,51.52017
2016,Tower Hamlets,Other Notifiable Offences,678,-0.05457,51.52017
2016,Tower Hamlets,Robbery,1234,-0.05457,51.52017
2016,Tower Hamlets,Theft and Handling,10953,-0.05457,51.52017
2016,Tower Hamlets,Violence Against the Person,9608,-0.05457,51.52017
2016,Waltham Forest,Burglary,1873,-0.015955,51.601154
2016,Waltham Forest,Criminal Damage,1989,-0.015955,51.601154
2016,Waltham Forest,Drugs,1042,-0.015955,51.601154
2016,Waltham Forest,Other Notifiable Offences,444,-0.015955,51.601154
2016,Waltham Forest,Robbery,602,-0.015955,51.601154
2016,Waltham Forest,Theft and Handling,7357,-0.015955,51.601154
2016,Waltham Forest,Violence Against the Person,7409,-0.015955,51.601154
2016,Wandsworth,Burglary,2351,-0.194861,51.4573
2016,Wandsworth,Criminal Damage,1836,-0.194861,51.4573
2016,Wandsworth,Drugs,870,-0.194861,51.4573
2016,Wandsworth,Other Notifiable Offences,415,-0.194861,51.4573
2016,Wandsworth,Robbery,609,-0.194861,51.4573
2016,Wandsworth,Theft and Handling,10789,-0.194861,51.4573
2016,Wandsworth,Violence Against the Person,6809,-0.194861,51.4573
2016,Westminster,Burglary,3218,-0.12802,51.50008
2016,Westminster,Criminal Damage,2179,-0.12802,51.50008
2016,Westminster,Drugs,2049,-0.12802,51.50008
2016,Westminster,Other Notifiable Offences,708,-0.12802,51.50008
2016,Westminster,Robbery,1822,-0.12802,51.50008
2016,Westminster,Theft and Handling,27520,-0.12802,51.50008
2016,Westminster,Violence Against the Person,10834,-0.12802,51.50008
